N,P,K,ph,temperature,humidity,rainfall,crop
129,60,73,7.16,33.66,63.22,71.5,Cotton
85,42,72,6.34,27.42,57.94,91.82,Groundnut
139,71,81,6.63,27.83,77.54,237.34,Sugarcane
159,87,92,7.26,31.05,79.23,245.99,Sugarcane
90,60,59,6.34,28.38,64.21,135.57,Maize
55,54,44,6.47,17.62,44.39,83.12,Barley
100,45,55,6.88,31.23,63.42,106.8,Maize
78,55,38,6.01,25.56,49.39,99.83,Groundnut
134,75,63,7.05,32.34,59.71,85.17,Cotton
99,46,57,7.02,17.1,61.94,72.89,Wheat
115,44,73,7.02,26.42,56.76,138.89,Maize
104,60,43,6.54,25.08,72.31,143.49,Maize
81,52,45,6.59,17.78,56.72,51.27,Wheat
133,62,71,7.47,36.28,64.04,108.71,Cotton
91,50,50,6.59,23.07,70.64,160.92,Maize
105,52,49,6.11,31.16,80.25,272.65,Rice
68,56,53,6.87,17.22,48.42,98.38,Barley
74,28,41,6.48,15.74,56.88,18.23,Barley
91,55,43,6.66,19.05,56.71,90.15,Wheat
120,52,65,6.9,29.03,94.59,189.49,Rice
76,49,59,7.33,17.61,55.21,124.23,Wheat
56,52,58,6.32,27.53,64.22,91.12,Groundnut
105,53,47,6.56,15.8,52.23,123.02,Wheat
98,38,62,6.71,29.45,72.43,115.52,Maize
116,68,57,6.53,27.66,84.72,212.45,Rice
153,78,98,7.32,30.25,75.71,271.11,Sugarcane
126,69,74,6.65,31.49,82.1,196.87,Rice
118,72,73,7.04,33.68,63.14,97.52,Cotton
91,64,63,6.67,27.47,69.52,117.58,Maize
156,82,83,7.1,31.16,76.51,241.99,Sugarcane
122,60,54,7.04,29.9,74.87,223.73,Rice
127,58,80,6.37,26.69,62.18,85.26,Cotton
90,71,52,6.99,19.31,53.69,105.88,Wheat
96,53,53,6.6,25.32,65.57,129.93,Maize
116,74,61,6.55,30.0,87.11,236.78,Rice
164,77,91,7.24,26.31,84.43,235.17,Sugarcane
67,47,40,6.54,25.92,59.77,123.8,Groundnut
79,43,56,6.01,26.62,59.65,84.93,Groundnut
119,47,57,6.67,29.73,87.5,221.0,Rice
101,49,43,6.11,24.88,74.63,128.31,Maize
61,57,51,6.84,15.27,50.46,61.05,Barley
66,48,44,6.41,15.56,49.76,46.52,Barley
91,39,57,6.77,17.66,59.47,86.69,Wheat
86,59,58,6.56,29.23,65.15,162.23,Maize
118,73,58,6.39,26.55,90.49,259.2,Rice
56,37,57,6.62,25.3,60.61,124.84,Groundnut
109,56,60,6.61,22.3,60.57,133.58,Maize
131,54,60,6.42,26.49,78.14,226.46,Rice
162,64,96,7.17,28.3,72.91,220.02,Sugarcane
77,53,38,6.98,19.88,46.69,111.0,Wheat
113,59,60,5.73,24.5,79.52,236.44,Rice
121,57,72,5.6,31.27,91.23,178.53,Rice
85,62,59,6.53,30.47,69.81,121.88,Groundnut
86,49,56,6.9,19.5,57.5,97.69,Wheat
91,51,59,6.32,17.77,51.2,97.4,Wheat
109,51,67,6.91,27.69,84.16,221.4,Rice
89,44,49,6.1,19.29,54.39,73.28,Wheat
176,76,84,6.72,25.89,68.0,256.29,Sugarcane
72,36,38,6.23,18.01,40.21,77.87,Barley
93,32,41,6.85,18.41,53.89,87.38,Wheat
121,45,63,7.11,27.81,54.06,81.3,Cotton
90,46,55,6.85,14.99,50.16,40.03,Wheat
100,60,64,6.51,28.5,90.81,209.21,Rice
117,59,62,6.56,21.15,55.93,181.66,Maize
90,59,62,6.4,24.7,60.73,158.74,Maize
71,49,44,6.21,31.62,69.85,95.6,Groundnut
126,68,66,6.48,27.31,82.12,249.42,Rice
127,70,60,6.76,35.04,60.64,135.41,Cotton
140,82,68,7.45,34.63,53.84,84.78,Cotton
170,77,104,7.77,33.09,66.77,201.94,Sugarcane
56,38,40,6.38,26.42,67.64,49.9,Groundnut
102,45,34,6.47,24.4,58.69,156.56,Maize
71,46,37,6.02,28.35,55.52,86.62,Groundnut
73,49,57,6.53,26.18,64.07,86.93,Groundnut
62,48,29,6.76,18.48,39.61,84.11,Barley
75,62,59,5.92,26.58,62.28,83.0,Groundnut
92,41,55,6.68,10.52,58.3,57.66,Wheat
129,74,64,6.08,27.23,86.54,261.36,Rice
122,66,72,7.05,32.6,58.95,107.28,Cotton
104,39,54,6.6,24.29,62.6,130.99,Maize
130,55,70,6.46,34.23,81.55,254.72,Rice
97,63,40,6.12,25.47,66.77,112.85,Maize
124,52,72,6.17,27.03,89.07,195.38,Rice
81,48,55,6.96,15.88,50.77,93.14,Wheat
58,50,38,6.22,15.07,45.41,75.18,Barley
46,53,44,6.25,26.59,63.03,60.77,Groundnut
56,60,41,6.65,17.49,57.04,92.79,Wheat
146,67,91,6.92,38.17,64.47,117.22,Cotton
102,75,45,6.79,29.55,67.46,126.99,Maize
113,67,74,7.04,36.72,58.13,73.1,Cotton
125,68,75,6.86,30.7,57.52,70.27,Cotton
116,53,67,6.68,28.51,88.38,219.25,Rice
179,88,103,7.34,27.46,77.54,229.59,Sugarcane
103,61,45,6.35,27.19,71.06,123.64,Maize
128,64,66,7.17,26.24,45.01,127.88,Cotton
62,37,57,6.72,16.44,60.31,51.5,Barley
91,65,34,6.79,17.05,59.73,87.1,Wheat
102,49,59,7.14,19.29,57.54,88.45,Wheat
130,74,71,6.63,34.1,59.57,52.55,Cotton
102,49,46,6.6,17.28,52.83,91.07,Wheat
107,64,65,6.19,29.75,86.3,209.22,Rice
147,68,89,7.09,32.13,82.38,265.6,Sugarcane
100,46,46,6.61,28.84,64.03,172.98,Maize
98,40,41,6.56,22.96,53.74,31.17,Wheat
124,61,53,6.61,26.27,85.61,271.2,Rice
65,60,51,6.44,28.36,57.87,87.07,Groundnut
57,48,36,5.98,31.86,54.5,76.52,Groundnut
123,77,66,6.87,27.75,61.37,97.79,Cotton
108,56,52,6.34,24.0,56.97,121.76,Maize
93,37,59,6.29,22.7,58.52,131.64,Maize
83,56,48,5.73,23.92,56.62,124.15,Groundnut
94,52,50,6.0,13.82,55.5,92.32,Wheat
87,49,36,7.06,9.7,68.57,110.04,Wheat
126,67,55,6.44,33.86,82.47,198.82,Rice
133,79,67,7.06,37.41,62.86,133.29,Cotton
70,53,44,6.41,26.91,59.78,86.44,Groundnut
133,66,36,6.1,30.83,85.76,199.52,Rice
129,61,75,6.71,26.04,85.14,219.05,Rice
143,75,73,7.27,25.36,57.6,72.83,Cotton
103,57,56,6.28,27.65,66.96,135.8,Maize
84,29,49,6.81,20.17,65.05,72.4,Wheat
161,63,82,7.23,28.02,68.17,244.85,Sugarcane
138,78,93,6.98,28.42,73.18,249.51,Sugarcane
51,63,39,6.87,24.48,55.76,92.05,Groundnut
60,32,39,7.05,15.91,47.9,40.5,Barley
141,97,101,6.91,33.73,81.96,211.59,Sugarcane
114,61,66,7.11,30.48,90.8,209.88,Rice
117,62,67,6.16,32.48,83.64,219.57,Rice
66,55,42,5.82,30.66,59.71,125.15,Groundnut
109,48,66,7.03,25.91,62.3,172.54,Maize
63,43,38,6.8,19.41,47.51,62.18,Barley
56,51,47,6.5,18.95,60.86,70.48,Wheat
125,68,62,5.65,26.5,90.99,203.85,Rice
121,50,66,6.09,28.44,72.18,101.86,Maize
108,55,42,7.07,17.28,44.23,85.74,Wheat
171,75,96,6.7,20.4,74.33,237.8,Sugarcane
65,66,46,6.97,26.52,59.53,94.11,Groundnut
140,70,70,6.72,31.82,56.81,137.23,Cotton
139,75,67,7.15,23.25,62.2,113.2,Cotton
78,42,51,5.88,28.32,69.12,60.81,Groundnut
95,47,51,6.62,18.04,49.16,64.19,Wheat
115,50,61,6.58,25.59,61.05,146.46,Maize
93,63,53,6.04,25.34,67.29,144.88,Maize
90,68,46,6.76,28.07,63.48,176.2,Maize
89,60,46,6.19,22.63,66.12,104.94,Groundnut
166,73,90,7.72,35.38,84.8,257.95,Sugarcane
87,38,59,6.95,20.38,61.45,63.5,Wheat
91,60,47,6.45,17.62,50.84,91.89,Wheat
178,69,81,6.82,37.8,74.69,269.88,Sugarcane
80,41,46,6.79,16.03,60.2,86.95,Wheat
76,43,52,7.08,16.19,52.24,83.88,Barley
108,40,62,6.29,27.08,55.35,116.03,Maize
80,56,46,6.78,16.79,50.92,94.48,Wheat
169,68,104,6.44,34.35,76.0,239.52,Sugarcane
117,57,38,6.38,27.31,88.48,256.98,Rice
54,49,61,6.34,27.09,56.43,85.8,Groundnut
92,59,38,6.9,30.02,70.99,163.2,Maize
71,42,52,7.08,13.13,54.17,97.76,Barley
56,49,54,6.75,14.73,47.14,77.65,Barley
95,51,40,6.68,16.89,46.12,60.38,Wheat
158,66,88,6.66,28.53,80.39,219.96,Sugarcane
97,63,51,6.82,15.28,57.18,93.35,Wheat
63,57,51,6.49,19.13,57.57,24.0,Barley
127,60,53,6.63,19.94,70.13,191.34,Maize
91,54,57,7.04,17.48,54.27,126.98,Wheat
71,36,51,6.49,15.8,55.56,51.89,Barley
57,58,46,6.7,31.63,63.11,74.45,Groundnut
70,50,23,6.48,11.23,47.51,57.93,Barley
72,56,38,6.34,28.29,55.49,102.33,Groundnut
98,45,48,7.04,21.52,52.38,119.19,Wheat
62,59,58,6.48,28.46,52.24,145.82,Groundnut
63,57,58,7.17,17.21,45.27,40.34,Barley
132,65,72,7.1,28.33,61.36,74.12,Cotton
164,67,89,7.46,31.72,65.52,249.77,Sugarcane
112,68,47,6.78,21.43,67.12,138.57,Maize
123,72,59,6.87,20.14,89.11,221.74,Rice
90,46,46,6.51,22.47,62.88,158.06,Maize
65,62,52,5.87,30.28,60.55,117.81,Groundnut
91,46,55,6.87,18.17,62.79,93.25,Wheat
134,67,87,7.22,21.99,74.94,242.91,Sugarcane
74,59,53,5.89,26.73,59.81,34.7,Groundnut
100,54,52,6.34,29.55,65.26,140.26,Maize
106,56,61,6.92,11.72,62.68,62.73,Wheat
161,76,85,6.97,30.48,69.0,272.49,Sugarcane
112,81,76,6.86,29.32,60.43,117.22,Cotton
70,44,52,6.16,31.67,72.45,127.78,Groundnut
84,54,51,6.79,27.06,56.36,164.79,Maize
53,57,62,6.57,31.49,56.19,95.5,Groundnut
59,35,35,6.19,14.85,47.06,90.24,Barley
121,69,72,6.19,30.4,88.83,241.47,Rice
143,65,80,6.91,32.71,59.68,106.05,Cotton
51,52,48,6.82,14.6,42.68,80.01,Barley
80,48,41,5.84,24.89,63.13,84.26,Groundnut
126,56,45,6.26,29.22,90.08,196.56,Rice
121,49,74,7.06,34.04,61.86,127.5,Cotton
134,56,74,7.13,36.18,55.25,108.87,Cotton
125,90,60,6.79,31.05,53.24,124.52,Cotton
105,58,44,6.26,28.55,55.21,145.85,Maize
92,42,57,7.24,20.81,59.95,68.82,Wheat
156,72,95,6.81,27.63,71.11,190.05,Sugarcane
124,66,63,6.67,26.0,58.88,70.89,Cotton
63,45,56,7.06,18.41,44.65,48.86,Barley
90,47,57,6.48,19.17,50.8,69.78,Wheat
148,82,104,6.81,28.49,88.9,233.56,Sugarcane
61,52,41,6.65,11.03,47.61,71.57,Barley
67,61,63,6.8,19.78,56.0,91.86,Barley
89,55,62,6.16,26.68,62.05,154.02,Maize
157,89,86,7.32,24.65,73.87,242.26,Sugarcane
128,79,62,6.62,33.29,58.16,115.23,Cotton
109,47,54,6.39,28.73,83.79,227.04,Rice
93,58,55,7.06,21.26,56.41,76.83,Wheat
64,26,47,6.4,10.23,50.72,72.84,Barley
83,38,50,6.42,27.4,61.17,72.2,Groundnut
141,71,70,6.99,31.07,55.72,111.02,Cotton
118,60,66,6.94,36.76,63.14,85.93,Cotton
74,53,59,6.11,28.1,57.24,96.96,Groundnut
52,48,38,6.7,16.51,59.29,76.46,Barley
129,78,68,7.14,33.4,55.61,92.42,Cotton
77,49,59,6.58,27.47,56.16,108.27,Groundnut
154,73,89,7.4,32.69,78.54,259.72,Sugarcane
87,39,49,7.02,17.55,51.07,75.53,Wheat
110,60,60,6.48,24.78,66.44,156.43,Maize
127,59,57,6.53,25.78,83.28,222.43,Rice
69,39,57,6.26,28.66,67.76,70.73,Groundnut
119,61,30,6.16,26.83,92.53,198.4,Rice
72,35,58,6.21,25.71,69.68,45.82,Groundnut
94,54,66,7.07,26.78,51.7,145.95,Maize
68,51,58,6.82,13.81,53.05,66.98,Barley
128,57,63,6.76,30.84,56.92,110.96,Cotton
50,31,47,6.83,15.51,55.54,56.85,Barley
76,43,45,6.46,16.86,39.67,64.15,Barley
93,51,63,6.64,29.02,57.0,141.16,Maize
97,44,48,6.54,16.35,56.33,69.97,Wheat
80,51,47,6.98,18.12,44.38,51.73,Barley
110,50,41,6.92,26.55,65.15,161.89,Maize
52,47,59,6.17,25.87,56.48,74.28,Groundnut
118,68,59,6.55,27.04,79.85,217.53,Rice
51,40,27,6.57,17.49,46.04,64.97,Barley
131,67,60,6.47,31.22,86.12,238.08,Rice
101,55,49,6.67,16.83,55.54,58.63,Wheat
54,48,46,6.39,12.17,52.49,64.36,Barley
78,48,37,6.32,15.89,48.88,77.91,Barley
68,57,36,6.87,22.89,54.35,91.01,Groundnut
91,49,73,6.6,15.97,58.47,68.1,Wheat
88,57,47,6.36,17.51,50.71,89.84,Wheat
99,60,62,6.36,25.18,66.78,137.83,Maize
102,49,65,6.45,27.45,85.09,226.95,Rice
159,91,91,7.13,32.09,74.7,251.01,Sugarcane
121,76,73,7.13,33.91,55.56,130.03,Cotton
132,69,67,7.12,32.17,72.94,114.15,Cotton
83,59,43,6.39,22.81,74.51,113.21,Maize
108,62,56,6.28,27.32,67.43,153.48,Maize
98,47,49,6.46,27.16,52.06,140.34,Maize
121,63,42,6.04,30.66,86.43,217.06,Rice
167,71,89,6.55,30.09,81.12,251.4,Sugarcane
159,84,88,7.31,29.22,74.27,287.64,Sugarcane
110,52,65,6.27,25.44,81.78,233.98,Rice
134,61,61,6.43,28.83,62.5,119.02,Cotton
76,42,45,7.13,13.71,37.62,93.06,Barley
72,49,37,5.87,23.8,51.15,90.83,Groundnut
70,51,38,6.14,25.16,57.75,117.44,Groundnut
82,55,41,6.39,11.75,51.18,90.28,Barley
125,73,58,6.42,28.58,96.96,178.01,Rice
68,48,48,6.95,19.57,57.89,31.48,Barley
82,54,44,6.0,24.25,56.4,123.05,Groundnut
128,61,61,7.06,30.52,52.57,68.25,Cotton
155,83,91,7.05,29.21,80.86,241.36,Sugarcane
153,82,94,7.19,30.14,72.82,281.23,Sugarcane
120,64,61,6.79,27.78,84.08,231.85,Rice
124,57,78,6.82,32.26,56.32,76.99,Cotton
51,35,49,6.23,23.46,58.61,109.0,Groundnut
131,62,57,6.39,28.06,80.99,231.58,Rice
78,47,54,6.55,27.75,55.9,76.13,Groundnut
73,65,48,7.02,20.57,52.69,93.45,Wheat
124,74,70,6.84,33.04,56.63,118.01,Cotton
91,22,46,7.03,16.83,52.67,59.17,Wheat
127,64,81,6.83,32.18,63.98,80.2,Cotton
77,49,50,6.61,22.25,63.68,106.79,Groundnut
57,56,45,6.74,18.66,46.97,98.95,Barley
97,45,58,6.91,10.97,56.5,71.88,Wheat
88,54,32,6.92,18.93,55.31,77.01,Wheat
171,87,77,7.46,31.07,70.53,236.56,Sugarcane
80,44,46,6.19,27.75,62.33,81.02,Groundnut
122,67,48,5.87,23.42,91.31,208.96,Rice
109,76,76,7.09,27.72,69.14,94.9,Cotton
176,78,87,6.86,31.07,71.46,227.42,Sugarcane
114,61,69,6.41,28.82,65.74,107.75,Cotton
64,53,43,6.3,23.29,61.14,101.3,Groundnut
63,43,42,6.84,17.18,48.05,70.48,Barley
167,76,98,7.39,29.73,70.0,242.17,Sugarcane
80,47,46,6.56,23.49,65.86,72.93,Wheat
114,73,58,6.37,21.35,84.02,236.73,Rice
64,39,44,6.21,16.52,43.98,71.89,Barley
79,32,61,6.6,27.56,61.75,101.5,Groundnut
79,56,64,6.7,20.52,61.14,100.34,Wheat
155,69,91,7.2,34.32,76.86,243.94,Sugarcane
129,66,71,7.09,32.72,62.26,107.82,Cotton
114,73,64,7.29,33.46,67.67,112.74,Cotton
72,54,38,5.86,24.85,61.22,102.33,Groundnut
175,87,84,7.5,32.27,77.44,260.53,Sugarcane
108,58,51,6.08,24.83,70.55,142.6,Maize
99,55,48,6.61,27.76,62.11,121.56,Maize
135,69,74,7.11,30.75,61.9,130.97,Cotton
100,42,45,6.58,10.74,55.71,98.69,Wheat
43,38,42,6.96,12.27,50.74,68.36,Barley
72,54,54,6.75,28.66,61.24,148.67,Groundnut
155,83,87,6.93,35.94,72.25,263.37,Sugarcane
69,42,51,6.71,9.57,38.25,55.79,Barley
103,69,74,7.25,37.27,63.25,128.67,Cotton
86,51,60,6.78,18.64,54.52,104.75,Wheat
121,76,71,6.79,32.28,65.3,117.84,Cotton
141,47,44,5.95,30.7,90.62,209.75,Rice
177,73,86,7.54,29.13,78.82,275.78,Sugarcane
58,48,47,7.17,16.64,52.28,56.89,Barley
116,51,51,6.29,29.93,89.64,210.07,Rice
114,50,60,6.04,30.78,84.54,216.45,Rice
91,52,40,6.25,15.54,62.19,86.69,Wheat
95,62,64,6.41,25.25,61.47,141.78,Maize
110,72,57,6.77,32.56,89.99,211.37,Rice
121,77,66,7.42,27.7,65.11,128.08,Cotton
137,73,78,6.59,30.64,60.37,97.56,Cotton
139,52,68,6.37,27.61,77.32,214.3,Rice
88,42,58,6.48,17.59,56.47,107.07,Wheat
141,77,99,6.78,28.34,88.81,256.52,Sugarcane
142,62,59,6.73,29.79,55.87,138.9,Cotton
163,89,84,6.96,33.04,78.54,262.03,Sugarcane
173,71,84,7.42,28.97,84.7,263.81,Sugarcane
130,72,73,6.85,32.48,56.4,74.5,Cotton
112,58,69,6.46,26.41,87.42,197.95,Rice
61,44,66,5.34,30.36,62.82,99.97,Groundnut
63,48,55,6.19,25.49,57.06,104.66,Groundnut
98,45,59,6.48,25.77,65.47,144.42,Maize
96,54,54,6.68,26.53,71.15,144.82,Maize
158,85,92,6.98,25.89,75.81,215.15,Sugarcane
92,51,66,6.46,22.02,57.44,184.14,Maize
99,42,50,6.7,17.59,48.85,71.76,Wheat
110,66,68,6.91,28.04,56.18,97.54,Cotton
72,61,45,6.44,25.13,57.32,115.87,Groundnut
68,33,44,6.89,18.72,53.14,62.74,Barley
69,36,55,6.13,33.89,57.6,92.21,Groundnut
89,54,49,6.7,17.78,55.14,73.9,Wheat
91,45,49,6.34,25.73,67.12,124.19,Groundnut
88,40,45,7.17,18.03,59.54,56.08,Barley
101,52,39,6.57,25.07,64.7,116.35,Maize
111,68,60,6.4,27.02,85.78,236.5,Rice
100,53,52,6.21,21.78,75.04,140.54,Maize
49,39,53,6.02,27.78,60.16,67.04,Groundnut
96,49,58,6.16,27.25,67.8,161.68,Maize
136,56,76,7.03,34.23,57.65,120.2,Cotton
56,44,37,6.81,17.43,55.59,75.21,Barley
151,77,70,7.62,34.43,59.94,155.63,Cotton
106,67,53,6.17,30.98,75.59,189.53,Rice
143,53,48,6.49,30.16,83.85,249.07,Rice
127,65,63,6.41,30.02,87.96,212.92,Rice
122,44,57,6.53,26.44,79.75,236.92,Rice
83,56,72,6.91,20.58,58.47,51.56,Wheat
131,78,61,6.13,23.35,86.29,242.08,Rice
87,46,48,6.7,18.84,46.45,100.74,Wheat
95,50,52,6.87,14.73,63.07,97.87,Wheat
177,82,91,7.16,36.27,76.5,246.15,Sugarcane
82,56,55,6.89,21.95,52.31,76.26,Wheat
81,58,46,5.9,21.86,60.65,77.91,Groundnut
133,81,76,6.95,31.48,62.49,99.36,Cotton
132,66,74,7.55,30.07,64.57,113.81,Cotton
107,61,42,7.14,19.17,51.73,75.76,Wheat
120,59,70,6.97,28.81,60.62,101.52,Cotton
123,51,61,6.37,30.44,58.86,119.39,Cotton
128,64,64,6.29,26.03,91.35,210.05,Rice
167,70,89,7.26,33.73,69.3,233.18,Sugarcane
126,68,65,6.48,25.01,84.99,209.34,Rice
140,73,62,6.76,32.06,66.69,100.53,Cotton
76,58,49,6.0,27.71,57.11,113.07,Groundnut
85,75,64,6.5,23.51,64.12,141.68,Maize
88,51,50,6.8,14.73,60.54,85.9,Wheat
125,62,55,6.25,24.4,93.92,220.27,Rice
131,73,61,7.14,28.43,62.19,116.74,Cotton
156,75,71,7.73,28.87,64.46,244.52,Sugarcane
94,59,49,6.38,21.17,62.18,97.96,Wheat
130,54,66,6.07,30.67,85.86,231.07,Rice
78,54,44,6.59,12.38,53.46,34.32,Barley
81,43,52,6.38,28.65,56.28,81.53,Groundnut
117,69,74,6.69,34.34,63.52,134.75,Cotton
167,82,89,6.97,28.17,90.33,219.18,Sugarcane
74,68,43,5.63,23.09,64.99,90.42,Groundnut
130,53,67,6.61,33.56,82.91,198.05,Rice
93,48,64,6.73,25.94,65.72,139.83,Maize
127,69,53,6.69,29.24,89.11,257.94,Rice
130,83,79,6.72,28.09,60.57,98.35,Cotton
168,93,88,6.94,29.96,77.08,227.42,Sugarcane
77,62,64,6.24,29.47,61.25,97.61,Groundnut
101,66,38,6.22,17.26,47.41,80.92,Wheat
153,86,96,7.45,23.94,76.48,244.85,Sugarcane
115,82,69,6.31,35.55,66.17,134.58,Cotton
64,63,50,6.45,19.17,50.29,56.47,Barley
106,48,59,6.55,23.43,65.13,166.1,Maize
89,52,53,6.93,25.28,71.27,128.59,Maize
154,67,89,7.19,31.36,83.01,266.32,Sugarcane
105,53,49,6.53,17.74,53.98,54.83,Wheat
135,67,79,6.63,24.63,59.35,142.95,Cotton
104,64,51,6.44,22.59,65.04,155.2,Maize
100,56,55,7.14,17.72,45.66,78.55,Wheat
123,61,53,6.58,25.73,84.49,248.94,Rice
58,51,50,6.25,15.46,52.9,64.21,Barley
124,70,75,6.83,37.34,60.0,133.82,Cotton
74,50,61,6.68,27.77,48.04,113.43,Groundnut
85,47,49,6.82,18.38,57.79,76.55,Wheat
77,29,36,6.14,29.76,58.68,93.9,Groundnut
117,66,55,6.18,27.34,79.12,256.41,Rice
71,48,64,6.46,18.24,66.02,92.64,Wheat
115,56,77,6.33,30.21,85.03,183.03,Rice
171,88,85,7.19,27.1,68.7,273.64,Sugarcane
66,48,52,6.37,24.2,59.39,69.59,Groundnut
132,58,69,6.26,28.81,86.05,219.1,Rice
134,73,70,7.2,34.66,61.02,111.33,Cotton
153,79,91,6.71,30.98,75.17,283.35,Sugarcane
76,59,50,6.08,27.67,59.61,115.7,Groundnut
161,72,75,7.18,32.5,70.0,271.46,Sugarcane
98,66,60,6.79,26.14,58.0,98.41,Maize
140,80,85,7.56,27.07,75.58,241.42,Sugarcane
55,43,51,6.34,28.28,60.67,122.97,Groundnut
110,59,62,7.03,23.46,90.8,239.46,Rice
55,49,45,6.73,27.91,63.96,101.11,Groundnut
84,43,50,6.73,19.95,52.73,114.37,Wheat
134,68,60,6.65,29.43,63.73,76.38,Cotton
132,52,49,6.75,30.2,91.27,236.01,Rice
88,70,49,6.68,26.49,51.12,175.85,Maize
154,87,93,7.29,34.61,78.55,281.49,Sugarcane
70,52,50,6.18,25.57,58.09,124.36,Groundnut
104,58,62,6.45,22.47,80.55,218.72,Rice
90,61,55,6.61,24.91,68.59,81.91,Groundnut
113,53,51,7.04,31.99,94.6,195.54,Rice
161,70,88,7.0,31.74,76.58,253.23,Sugarcane
104,45,48,7.45,22.33,46.64,87.74,Wheat
60,39,40,6.79,15.38,42.54,61.59,Barley
89,54,49,6.64,21.38,55.7,86.86,Wheat
73,60,54,5.77,25.01,56.55,85.36,Groundnut
84,41,62,6.26,14.97,53.77,48.79,Wheat
163,90,105,6.92,29.39,69.91,256.85,Sugarcane
162,89,95,7.46,26.99,70.02,256.56,Sugarcane
61,50,51,6.42,31.22,59.53,107.26,Groundnut
58,42,42,6.78,18.12,44.95,52.51,Barley
81,63,38,7.02,17.7,64.5,86.82,Wheat
147,77,79,7.22,23.95,72.74,244.28,Sugarcane
161,76,85,6.78,28.79,71.97,282.03,Sugarcane
63,47,51,6.02,23.75,55.55,106.56,Groundnut
135,69,69,6.01,29.86,64.66,129.4,Cotton
106,41,55,6.56,26.93,67.67,139.84,Maize
110,45,48,6.47,20.85,51.09,70.17,Wheat
160,85,91,7.02,30.21,82.54,232.05,Sugarcane
120,56,72,6.82,30.36,83.37,259.71,Rice
76,33,42,7.06,14.31,48.81,85.62,Barley
82,50,44,6.49,19.44,58.14,76.25,Wheat
71,37,51,6.79,12.48,51.73,84.98,Barley
76,50,50,5.99,22.15,59.91,78.61,Groundnut
120,58,48,6.27,26.97,80.99,216.77,Rice
64,40,52,6.13,10.98,47.27,44.53,Barley
162,73,95,6.47,30.52,70.94,232.22,Sugarcane
69,33,46,6.91,17.02,57.77,54.13,Barley
152,72,80,7.24,31.03,75.5,241.11,Sugarcane
48,39,40,6.91,15.42,45.16,48.42,Barley
96,48,61,6.61,23.87,68.03,136.83,Maize
122,75,77,7.11,30.59,58.04,91.36,Cotton
60,49,54,6.67,17.05,47.07,81.73,Barley
75,42,54,6.52,22.83,60.95,106.67,Wheat
114,51,62,5.6,22.75,84.11,221.65,Rice
155,79,89,7.34,29.48,74.49,222.09,Sugarcane
133,56,73,6.6,33.32,69.54,106.46,Cotton
93,55,44,6.07,25.66,49.68,105.55,Groundnut
108,52,63,6.74,23.95,66.57,154.07,Maize
62,44,39,6.42,16.63,55.32,52.43,Barley
87,53,50,6.67,24.99,51.45,213.83,Maize
78,58,61,6.2,24.58,67.47,127.62,Groundnut
102,51,56,6.8,21.17,56.99,80.27,Wheat
65,59,32,6.39,31.82,60.5,96.19,Groundnut
100,44,47,6.54,24.52,59.78,149.8,Maize
52,39,37,6.37,27.71,63.06,114.65,Groundnut
102,61,61,5.81,25.54,71.92,131.24,Maize
67,40,45,6.8,17.56,54.39,88.16,Wheat
146,81,79,6.99,28.95,78.85,250.79,Sugarcane
93,65,55,6.12,24.85,65.64,157.96,Maize
96,39,47,7.38,17.85,56.71,61.08,Wheat
63,55,48,6.21,24.12,60.09,87.35,Groundnut
114,61,67,6.55,25.36,88.71,207.25,Rice
93,58,46,7.12,21.33,60.41,66.8,Wheat
105,60,62,6.89,25.29,71.59,146.86,Maize
84,47,50,6.19,22.02,65.34,111.38,Groundnut
87,45,59,6.96,30.95,56.19,102.1,Groundnut
122,60,66,6.41,25.07,81.94,180.42,Rice
118,47,49,6.84,27.6,68.38,157.93,Maize
81,39,56,6.9,19.2,53.15,74.41,Wheat
109,58,60,6.55,30.13,79.38,189.32,Rice
145,74,84,7.02,26.44,74.64,259.21,Sugarcane
137,74,68,7.17,28.18,59.55,106.13,Cotton
135,66,69,6.28,30.84,68.8,112.97,Cotton
91,59,43,7.1,15.65,50.76,96.37,Wheat
95,49,66,6.66,27.93,63.04,136.28,Maize
60,39,51,6.59,19.62,50.85,94.37,Barley
163,80,76,7.4,29.17,76.21,294.04,Sugarcane
122,65,61,6.68,35.75,69.04,85.05,Cotton
162,84,86,7.38,33.7,66.87,224.08,Sugarcane
68,60,46,6.31,16.42,56.39,100.75,Wheat
115,41,62,6.32,30.91,79.51,207.62,Rice
123,81,60,7.04,30.52,62.05,111.0,Cotton
135,64,60,7.61,29.29,67.59,117.81,Cotton
165,68,90,7.43,34.36,68.73,242.96,Sugarcane
48,52,36,6.07,13.85,48.92,110.35,Barley
109,63,62,6.69,25.63,85.17,192.7,Rice
132,60,68,6.78,28.84,62.49,121.5,Cotton
102,53,54,6.48,26.84,60.2,110.69,Maize
140,78,56,7.31,34.85,58.15,117.0,Cotton
166,74,76,6.76,34.94,77.48,270.0,Sugarcane
102,42,57,7.26,22.6,59.94,99.35,Wheat
110,54,42,6.81,20.67,57.27,136.43,Maize
63,53,44,6.77,11.12,56.11,34.94,Barley
164,72,82,7.14,30.33,71.5,286.57,Sugarcane
110,56,64,6.61,20.11,61.69,62.07,Wheat
95,55,43,6.99,21.38,54.51,120.04,Wheat
